,bank_no,rack_no,serial_dt,current,voltage,avg_temp,dtime
4936,1,27,1639229700,0,1041,1260.291242,2021-12-11 13:35
4937,1,28,1639229700,0,1041,1260.541225,2021-12-11 13:35
4938,1,1,1639230000,0,1041,1260.791207,2021-12-11 13:40
4939,1,2,1639230000,0,1042,1261.04119,2021-12-11 13:40
4940,1,3,1639230000,0,1042,1261.291173,2021-12-11 13:40
4941,1,4,1639230000,0,1043,1261.541155,2021-12-11 13:40
4942,1,5,1639230000,0,1042,1261.791138,2021-12-11 13:40
4943,1,6,1639230000,0,1042,1262.041121,2021-12-11 13:40
4944,1,7,1639230000,0,1041,1262.291103,2021-12-11 13:40
4945,1,8,1639230000,0,1042,1262.541086,2021-12-11 13:40
4946,1,9,1639230000,0,1042,1262.791069,2021-12-11 13:40
4947,1,10,1639230000,0,1042,1263.041051,2021-12-11 13:40
4948,1,11,1639230000,0,1041,1263.291034,2021-12-11 13:40
4949,1,12,1639230000,0,1042,1263.541017,2021-12-11 13:40
4950,1,13,1639230000,0,1041,1263.790999,2021-12-11 13:40
4951,1,14,1639230000,0,1041,1264.040982,2021-12-11 13:40
4952,1,15,1639230000,0,1041,1264.290965,2021-12-11 13:40
4953,1,16,1639230000,0,1042,1264.540947,2021-12-11 13:40
4954,1,17,1639230000,0,1042,1264.79093,2021-12-11 13:40
4955,1,18,1639230000,0,1041,1265.040913,2021-12-11 13:40
4956,1,19,1639230000,0,1041,1265.290895,2021-12-11 13:40
4957,1,20,1639230000,0,1042,1265.540878,2021-12-11 13:40
4958,1,21,1639230000,0,1042,1265.790861,2021-12-11 13:40
4959,1,22,1639230000,0,1042,1266.040843,2021-12-11 13:40
4960,1,23,1639230000,0,1042,1266.290826,2021-12-11 13:40
4961,1,24,1639230000,0,1041,1266.540809,2021-12-11 13:40
4962,1,25,1639230000,0,1042,1266.790791,2021-12-11 13:40
4963,1,26,1639230000,0,1041,1267.040774,2021-12-11 13:40
4964,1,27,1639230000,0,1042,1267.290757,2021-12-11 13:40
4965,1,28,1639230000,0,1041,1267.540739,2021-12-11 13:40
4966,1,1,1639230300,0,1041,1267.790722,2021-12-11 13:45
4967,1,2,1639230300,0,1041,1268.040705,2021-12-11 13:45
4968,1,3,1639230300,0,1041,1268.290687,2021-12-11 13:45
4969,1,4,1639230300,0,1043,1268.54067,2021-12-11 13:45
4970,1,5,1639230300,0,1042,1268.790653,2021-12-11 13:45
4971,1,6,1639230300,0,1042,1269.040635,2021-12-11 13:45
4972,1,7,1639230300,0,1041,1269.290618,2021-12-11 13:45
4973,1,8,1639230300,0,1041,1269.540601,2021-12-11 13:45
4974,1,9,1639230300,0,1042,1269.790583,2021-12-11 13:45
4975,1,10,1639230300,0,1042,1270.040566,2021-12-11 13:45
4976,1,11,1639230300,0,1041,1270.290549,2021-12-11 13:45
4977,1,12,1639230300,0,1042,1270.540531,2021-12-11 13:45
4978,1,13,1639230300,0,1041,1270.790514,2021-12-11 13:45
4979,1,14,1639230300,0,1041,1271.040496,2021-12-11 13:45
4980,1,15,1639230300,0,1041,1271.290479,2021-12-11 13:45
4981,1,16,1639230300,0,1042,1271.540462,2021-12-11 13:45
4982,1,17,1639230300,0,1042,1271.790444,2021-12-11 13:45
4983,1,18,1639230300,0,1041,1272.040427,2021-12-11 13:45
4984,1,19,1639230300,0,1041,1272.29041,2021-12-11 13:45
4985,1,20,1639230300,0,1042,1272.540392,2021-12-11 13:45
4986,1,21,1639230300,0,1042,1272.790375,2021-12-11 13:45
4987,1,22,1639230300,0,1042,1273.040358,2021-12-11 13:45
4988,1,23,1639230300,0,1042,1273.29034,2021-12-11 13:45
4989,1,24,1639230300,0,1041,1273.540323,2021-12-11 13:45
4990,1,25,1639230300,0,1042,1273.790306,2021-12-11 13:45
4991,1,26,1639230300,0,1041,1274.040288,2021-12-11 13:45
4992,1,27,1639230300,0,1041,1274.290271,2021-12-11 13:45
4993,1,28,1639230300,0,1041,1274.540254,2021-12-11 13:45
4994,1,1,1639230600,0,1041,1274.790236,2021-12-11 13:50
4995,1,2,1639230600,0,1041,1275.040219,2021-12-11 13:50
4996,1,3,1639230600,0,1042,1275.290202,2021-12-11 13:50
4997,1,4,1639230600,0,1042,1275.540184,2021-12-11 13:50
4998,1,5,1639230600,0,1042,1275.790167,2021-12-11 13:50
4999,1,6,1639230600,0,1042,1276.04015,2021-12-11 13:50
5000,1,7,1639230600,0,1041,1276.290132,2021-12-11 13:50
5001,1,8,1639230600,0,1042,1276.540115,2021-12-11 13:50
5002,1,9,1639230600,0,1042,1276.790098,2021-12-11 13:50
5003,1,10,1639230600,0,1042,1277.04008,2021-12-11 13:50
5004,1,11,1639230600,0,1041,1277.290063,2021-12-11 13:50
5005,1,12,1639230600,0,1042,1277.540046,2021-12-11 13:50
5006,1,13,1639230600,0,1041,1277.790028,2021-12-11 13:50
5007,1,14,1639230600,0,1041,1278.040011,2021-12-11 13:50
5008,1,15,1639230600,0,1041,1278.289994,2021-12-11 13:50
5009,1,16,1639230600,0,1042,1278.539976,2021-12-11 13:50
5010,1,17,1639230600,0,1042,1278.789959,2021-12-11 13:50
5011,1,18,1639230600,0,1041,1279.039942,2021-12-11 13:50
5012,1,19,1639230600,0,1041,1279.289924,2021-12-11 13:50
5013,1,20,1639230600,0,1042,1279.539907,2021-12-11 13:50
5014,1,21,1639230600,0,1042,1279.78989,2021-12-11 13:50
5015,1,22,1639230600,0,1042,1280.039872,2021-12-11 13:50
5016,1,23,1639230600,0,1042,1280.289855,2021-12-11 13:50
5017,1,24,1639230600,0,1041,1280.539838,2021-12-11 13:50
5018,1,25,1639230600,0,1042,1280.78982,2021-12-11 13:50
5019,1,26,1639230600,0,1041,1281.039803,2021-12-11 13:50
5020,1,27,1639230600,0,1042,1281.289786,2021-12-11 13:50
5021,1,28,1639230600,0,1041,1281.539768,2021-12-11 13:50
5022,1,1,1639230900,0,1041,1281.789751,2021-12-11 13:55
5023,1,2,1639230900,0,1042,1282.039734,2021-12-11 13:55
5024,1,3,1639230900,0,1041,1282.289716,2021-12-11 13:55
5025,1,4,1639230900,0,1043,1282.539699,2021-12-11 13:55
5026,1,5,1639230900,0,1042,1282.789682,2021-12-11 13:55
5027,1,6,1639230900,0,1042,1283.039664,2021-12-11 13:55
5028,1,7,1639230900,0,1041,1283.289647,2021-12-11 13:55
5029,1,8,1639230900,0,1042,1283.53963,2021-12-11 13:55
5030,1,9,1639230900,0,1041,1283.789612,2021-12-11 13:55
5031,1,10,1639230900,0,1041,1284.039595,2021-12-11 13:55
5032,1,11,1639230900,0,1042,1284.289578,2021-12-11 13:55
5033,1,12,1639230900,0,1042,1284.53956,2021-12-11 13:55
5034,1,13,1639230900,0,1041,1284.789543,2021-12-11 13:55
5035,1,14,1639230900,0,1042,1285.039526,2021-12-11 13:55
5036,1,15,1639230900,0,1041,1285.289508,2021-12-11 13:55
5037,1,16,1639230900,0,1042,1285.539491,2021-12-11 13:55
5038,1,17,1639230900,0,1042,1285.789474,2021-12-11 13:55
5039,1,18,1639230900,0,1041,1286.039456,2021-12-11 13:55
5040,1,19,1639230900,0,1041,1286.289439,2021-12-11 13:55
5041,1,20,1639230900,0,1042,1286.539422,2021-12-11 13:55
5042,1,21,1639230900,0,1042,1286.789404,2021-12-11 13:55
5043,1,22,1639230900,0,1042,1287.039387,2021-12-11 13:55
5044,1,23,1639230900,0,1042,1287.28937,2021-12-11 13:55
5045,1,24,1639230900,0,1041,1287.539352,2021-12-11 13:55
5046,1,25,1639230900,0,1042,1287.789335,2021-12-11 13:55
5047,1,26,1639230900,0,1041,1288.039318,2021-12-11 13:55
5048,1,27,1639230900,0,1042,1288.2893,2021-12-11 13:55
5049,1,28,1639230900,0,1041,1288.539283,2021-12-11 13:55
5050,1,1,1639231200,0,1041,1288.789266,2021-12-11 14:00
5051,1,2,1639231200,0,1041,1289.039248,2021-12-11 14:00
5052,1,3,1639231200,0,1042,1289.289231,2021-12-11 14:00
5053,1,4,1639231200,0,1043,1289.539214,2021-12-11 14:00
5054,1,5,1639231200,0,1042,1289.789196,2021-12-11 14:00
5055,1,6,1639231200,0,1042,1290.039179,2021-12-11 14:00
5056,1,7,1639231200,0,1041,1290.289162,2021-12-11 14:00
5057,1,8,1639231200,0,1041,1290.539144,2021-12-11 14:00
5058,1,9,1639231200,0,1042,1290.789127,2021-12-11 14:00
5059,1,10,1639231200,0,1042,1291.03911,2021-12-11 14:00
5060,1,11,1639231200,0,1041,1291.289092,2021-12-11 14:00
5061,1,12,1639231200,0,1042,1291.539075,2021-12-11 14:00
5062,1,13,1639231200,0,1041,1291.789058,2021-12-11 14:00
5063,1,14,1639231200,0,1041,1292.03904,2021-12-11 14:00
5064,1,15,1639231200,0,1041,1292.289023,2021-12-11 14:00
5065,1,16,1639231200,0,1042,1292.539006,2021-12-11 14:00
5066,1,17,1639231200,0,1042,1292.788988,2021-12-11 14:00
5067,1,18,1639231200,0,1041,1293.038971,2021-12-11 14:00
5068,1,19,1639231200,0,1041,1293.288954,2021-12-11 14:00
5069,1,20,1639231200,0,1042,1293.538936,2021-12-11 14:00
5070,1,21,1639231200,0,1042,1293.788919,2021-12-11 14:00
5071,1,22,1639231200,0,1042,1294.038902,2021-12-11 14:00
5072,1,23,1639231200,0,1042,1294.288884,2021-12-11 14:00
5073,1,24,1639231200,0,1041,1294.538867,2021-12-11 14:00
5074,1,25,1639231200,0,1042,1294.78885,2021-12-11 14:00
5075,1,26,1639231200,0,1041,1295.038832,2021-12-11 14:00
5076,1,27,1639231200,0,1041,1295.288815,2021-12-11 14:00
5077,1,28,1639231200,0,1041,1295.538798,2021-12-11 14:00
5078,1,1,1639231500,0,1041,1295.78878,2021-12-11 14:05
5079,1,2,1639231500,0,1042,1296.038763,2021-12-11 14:05
5080,1,3,1639231500,0,1042,1296.288746,2021-12-11 14:05
5081,1,4,1639231500,0,1042,1296.538728,2021-12-11 14:05
5082,1,5,1639231500,0,1042,1296.788711,2021-12-11 14:05
5083,1,6,1639231500,0,1041,1297.038694,2021-12-11 14:05
5084,1,7,1639231500,0,1041,1297.288676,2021-12-11 14:05
5085,1,8,1639231500,0,1041,1297.538659,2021-12-11 14:05
5086,1,9,1639231500,0,1041,1297.788642,2021-12-11 14:05
5087,1,10,1639231500,0,1042,1298.038624,2021-12-11 14:05
5088,1,11,1639231500,0,1041,1298.288607,2021-12-11 14:05
5089,1,12,1639231500,0,1042,1298.53859,2021-12-11 14:05
5090,1,13,1639231500,0,1041,1298.788572,2021-12-11 14:05
5091,1,14,1639231500,0,1041,1299.038555,2021-12-11 14:05
5092,1,15,1639231500,0,1041,1299.288538,2021-12-11 14:05
5093,1,16,1639231500,0,1042,1299.53852,2021-12-11 14:05
5094,1,17,1639231500,0,1042,1299.788503,2021-12-11 14:05
5095,1,18,1639231500,0,1041,1300.038486,2021-12-11 14:05
5096,1,19,1639231500,0,1041,1300.288468,2021-12-11 14:05
5097,1,20,1639231500,0,1042,1300.538451,2021-12-11 14:05
5098,1,21,1639231500,0,1042,1300.788434,2021-12-11 14:05
5099,1,22,1639231500,0,1042,1301.038416,2021-12-11 14:05
5100,1,23,1639231500,0,1042,1301.288399,2021-12-11 14:05
5101,1,24,1639231500,0,1041,1301.538382,2021-12-11 14:05
5102,1,25,1639231500,0,1042,1301.788364,2021-12-11 14:05
5103,1,26,1639231500,0,1041,1302.038347,2021-12-11 14:05
5104,1,27,1639231500,0,1042,1302.28833,2021-12-11 14:05
5105,1,28,1639231500,0,1041,1302.538312,2021-12-11 14:05
5106,1,1,1639231800,0,1041,1302.788295,2021-12-11 14:10
5107,1,2,1639231800,0,1041,1303.038278,2021-12-11 14:10
5108,1,3,1639231800,0,1042,1303.28826,2021-12-11 14:10
5109,1,4,1639231800,0,1043,1303.538243,2021-12-11 14:10
5110,1,5,1639231800,0,1042,1303.788226,2021-12-11 14:10
5111,1,6,1639231800,0,1042,1304.038208,2021-12-11 14:10
5112,1,7,1639231800,0,1041,1304.288191,2021-12-11 14:10
5113,1,8,1639231800,0,1042,1304.538173,2021-12-11 14:10
5114,1,9,1639231800,0,1042,1304.788156,2021-12-11 14:10
5115,1,10,1639231800,0,1041,1305.038139,2021-12-11 14:10
5116,1,11,1639231800,0,1041,1305.288121,2021-12-11 14:10
5117,1,12,1639231800,0,1042,1305.538104,2021-12-11 14:10
5118,1,13,1639231800,0,1041,1305.788087,2021-12-11 14:10
5119,1,14,1639231800,0,1041,1306.038069,2021-12-11 14:10
5120,1,15,1639231800,0,1041,1306.288052,2021-12-11 14:10
5121,1,16,1639231800,0,1042,1306.538035,2021-12-11 14:10
5122,1,17,1639231800,0,1042,1306.788017,2021-12-11 14:10
5123,1,18,1639231800,0,1041,1307.038,2021-12-11 14:10
5124,1,19,1639231800,0,1041,1307.287983,2021-12-11 14:10
5125,1,20,1639231800,0,1042,1307.537965,2021-12-11 14:10
5126,1,21,1639231800,0,1041,1307.787948,2021-12-11 14:10
5127,1,22,1639231800,0,1042,1308.037931,2021-12-11 14:10
5128,1,23,1639231800,0,1042,1308.287913,2021-12-11 14:10
5129,1,24,1639231800,0,1041,1308.537896,2021-12-11 14:10
5130,1,25,1639231800,0,1041,1308.787879,2021-12-11 14:10
5131,1,26,1639231800,0,1041,1309.037861,2021-12-11 14:10
5132,1,27,1639231800,0,1041,1309.287844,2021-12-11 14:10
5133,1,28,1639231800,0,1041,1309.537827,2021-12-11 14:10
5134,1,1,1639232100,0,1041,1309.787809,2021-12-11 14:15
5135,1,2,1639232100,0,1041,1310.037792,2021-12-11 14:15
5136,1,3,1639232100,0,1041,1310.287775,2021-12-11 14:15
5137,1,4,1639232100,0,1042,1310.537757,2021-12-11 14:15
5138,1,5,1639232100,0,1042,1310.78774,2021-12-11 14:15
5139,1,6,1639232100,0,1042,1311.037723,2021-12-11 14:15
5140,1,7,1639232100,0,1041,1311.287705,2021-12-11 14:15
5141,1,8,1639232100,0,1041,1311.537688,2021-12-11 14:15
5142,1,9,1639232100,0,1041,1311.787671,2021-12-11 14:15
5143,1,10,1639232100,0,1042,1312.037653,2021-12-11 14:15
5144,1,11,1639232100,0,1041,1312.287636,2021-12-11 14:15
5145,1,12,1639232100,0,1042,1312.537619,2021-12-11 14:15
5146,1,13,1639232100,0,1041,1312.787601,2021-12-11 14:15
5147,1,14,1639232100,0,1041,1313.037584,2021-12-11 14:15
5148,1,15,1639232100,0,1042,1313.287567,2021-12-11 14:15
5149,1,16,1639232100,0,1042,1313.537549,2021-12-11 14:15
5150,1,17,1639232100,0,1042,1313.787532,2021-12-11 14:15
5151,1,18,1639232100,0,1041,1314.037515,2021-12-11 14:15
5152,1,19,1639232100,0,1041,1314.287497,2021-12-11 14:15
5153,1,20,1639232100,0,1042,1314.53748,2021-12-11 14:15
5154,1,21,1639232100,0,1042,1314.787463,2021-12-11 14:15
5155,1,22,1639232100,0,1042,1315.037445,2021-12-11 14:15
5156,1,23,1639232100,0,1042,1315.287428,2021-12-11 14:15
5157,1,24,1639232100,0,1041,1315.537411,2021-12-11 14:15
5158,1,25,1639232100,0,1041,1315.787393,2021-12-11 14:15
5159,1,26,1639232100,0,1041,1316.037376,2021-12-11 14:15
5160,1,27,1639232100,0,1041,1316.287359,2021-12-11 14:15
5161,1,28,1639232100,0,1041,1316.537341,2021-12-11 14:15
5162,1,1,1639232400,0,1041,1316.787324,2021-12-11 14:20
5163,1,2,1639232400,0,1042,1317.037307,2021-12-11 14:20
5164,1,3,1639232400,0,1041,1317.287289,2021-12-11 14:20
5165,1,4,1639232400,0,1042,1317.537272,2021-12-11 14:20
5166,1,5,1639232400,0,1042,1317.787255,2021-12-11 14:20
5167,1,6,1639232400,0,1042,1318.037237,2021-12-11 14:20
5168,1,7,1639232400,0,1041,1318.28722,2021-12-11 14:20
5169,1,8,1639232400,0,1041,1318.537203,2021-12-11 14:20
5170,1,9,1639232400,0,1042,1318.787185,2021-12-11 14:20
5171,1,10,1639232400,0,1041,1319.037168,2021-12-11 14:20
5172,1,11,1639232400,0,1041,1319.287151,2021-12-11 14:20
5173,1,12,1639232400,0,1042,1319.537133,2021-12-11 14:20
5174,1,13,1639232400,0,1041,1319.787116,2021-12-11 14:20
5175,1,14,1639232400,0,1041,1320.037099,2021-12-11 14:20
5176,1,15,1639232400,0,1041,1320.287081,2021-12-11 14:20
5177,1,16,1639232400,0,1042,1320.537064,2021-12-11 14:20
5178,1,17,1639232400,0,1042,1320.787047,2021-12-11 14:20
5179,1,18,1639232400,0,1042,1321.037029,2021-12-11 14:20
5180,1,19,1639232400,0,1041,1321.287012,2021-12-11 14:20
5181,1,20,1639232400,0,1042,1321.536995,2021-12-11 14:20
5182,1,21,1639232400,0,1042,1321.786977,2021-12-11 14:20
5183,1,22,1639232400,0,1042,1322.03696,2021-12-11 14:20
5184,1,23,1639232400,0,1042,1322.286943,2021-12-11 14:20
5185,1,24,1639232400,0,1041,1322.536925,2021-12-11 14:20
5186,1,25,1639232400,0,1042,1322.786908,2021-12-11 14:20
5187,1,26,1639232400,0,1041,1323.036891,2021-12-11 14:20
5188,1,27,1639232400,0,1042,1323.286873,2021-12-11 14:20
5189,1,28,1639232400,0,1041,1323.536856,2021-12-11 14:20
5190,1,1,1639232700,0,1041,1323.786839,2021-12-11 14:25
5191,1,2,1639232700,0,1041,1324.036821,2021-12-11 14:25
5192,1,3,1639232700,0,1041,1324.286804,2021-12-11 14:25
5193,1,4,1639232700,0,1042,1324.536787,2021-12-11 14:25
5194,1,5,1639232700,0,1041,1324.786769,2021-12-11 14:25
5195,1,6,1639232700,0,1042,1325.036752,2021-12-11 14:25
5196,1,7,1639232700,0,1041,1325.286735,2021-12-11 14:25
5197,1,8,1639232700,0,1041,1325.536717,2021-12-11 14:25
5198,1,9,1639232700,0,1042,1325.7867,2021-12-11 14:25
5199,1,10,1639232700,0,1041,1326.036683,2021-12-11 14:25
5200,1,11,1639232700,0,1041,1326.286665,2021-12-11 14:25
5201,1,12,1639232700,0,1042,1326.536648,2021-12-11 14:25
5202,1,13,1639232700,0,1041,1326.786631,2021-12-11 14:25
5203,1,14,1639232700,0,1041,1327.036613,2021-12-11 14:25
5204,1,15,1639232700,0,1041,1327.286596,2021-12-11 14:25
5205,1,16,1639232700,0,1042,1327.536579,2021-12-11 14:25
5206,1,17,1639232700,0,1042,1327.786561,2021-12-11 14:25
5207,1,18,1639232700,0,1041,1328.036544,2021-12-11 14:25
5208,1,19,1639232700,0,1041,1328.286527,2021-12-11 14:25
5209,1,20,1639232700,0,1042,1328.536509,2021-12-11 14:25
5210,1,21,1639232700,0,1041,1328.786492,2021-12-11 14:25
5211,1,22,1639232700,0,1042,1329.036475,2021-12-11 14:25
5212,1,23,1639232700,0,1042,1329.286457,2021-12-11 14:25
5213,1,24,1639232700,0,1041,1329.53644,2021-12-11 14:25
5214,1,25,1639232700,0,1041,1329.786423,2021-12-11 14:25
5215,1,26,1639232700,0,1041,1330.036405,2021-12-11 14:25
5216,1,27,1639232700,0,1041,1330.286388,2021-12-11 14:25
5217,1,28,1639232700,0,1041,1330.536371,2021-12-11 14:25
5218,1,1,1639233000,0,1041,1330.786353,2021-12-11 14:30
5219,1,2,1639233000,0,1041,1331.036336,2021-12-11 14:30
5220,1,3,1639233000,0,1042,1331.286319,2021-12-11 14:30
5221,1,4,1639233000,0,1042,1331.536301,2021-12-11 14:30
5222,1,5,1639233000,0,1042,1331.786284,2021-12-11 14:30
5223,1,6,1639233000,0,1042,1332.036267,2021-12-11 14:30
5224,1,7,1639233000,0,1041,1332.286249,2021-12-11 14:30
5225,1,8,1639233000,0,1041,1332.536232,2021-12-11 14:30
5226,1,9,1639233000,0,1041,1332.786215,2021-12-11 14:30
5227,1,10,1639233000,0,1042,1333.036197,2021-12-11 14:30
5228,1,11,1639233000,0,1041,1333.28618,2021-12-11 14:30
5229,1,12,1639233000,0,1042,1333.536163,2021-12-11 14:30
5230,1,13,1639233000,0,1041,1333.786145,2021-12-11 14:30
5231,1,14,1639233000,0,1041,1334.036128,2021-12-11 14:30
5232,1,15,1639233000,0,1042,1334.286111,2021-12-11 14:30
5233,1,16,1639233000,0,1042,1334.536093,2021-12-11 14:30
5234,1,17,1639233000,0,1042,1334.786076,2021-12-11 14:30
5235,1,18,1639233000,0,1041,1335.036059,2021-12-11 14:30
5236,1,19,1639233000,0,1041,1335.286041,2021-12-11 14:30
5237,1,20,1639233000,0,1042,1335.536024,2021-12-11 14:30
5238,1,21,1639233000,0,1042,1335.786007,2021-12-11 14:30
5239,1,22,1639233000,0,1042,1336.035989,2021-12-11 14:30
5240,1,23,1639233000,0,1042,1336.285972,2021-12-11 14:30
5241,1,24,1639233000,0,1041,1336.535955,2021-12-11 14:30
5242,1,25,1639233000,0,1041,1336.785937,2021-12-11 14:30
5243,1,26,1639233000,0,1041,1337.03592,2021-12-11 14:30
5244,1,27,1639233000,0,1041,1337.285903,2021-12-11 14:30
5245,1,28,1639233000,0,1041,1337.535885,2021-12-11 14:30
5246,1,1,1639233300,0,1041,1337.785868,2021-12-11 14:35
5247,1,2,1639233300,0,1041,1338.03585,2021-12-11 14:35
5248,1,3,1639233300,0,1042,1338.285833,2021-12-11 14:35
5249,1,4,1639233300,0,1043,1338.535816,2021-12-11 14:35
5250,1,5,1639233300,0,1042,1338.785798,2021-12-11 14:35
5251,1,6,1639233300,0,1042,1339.035781,2021-12-11 14:35
5252,1,7,1639233300,0,1041,1339.285764,2021-12-11 14:35
5253,1,8,1639233300,0,1041,1339.535746,2021-12-11 14:35
5254,1,9,1639233300,0,1042,1339.785729,2021-12-11 14:35
5255,1,10,1639233300,0,1041,1340.035712,2021-12-11 14:35
5256,1,11,1639233300,0,1041,1340.285694,2021-12-11 14:35
5257,1,12,1639233300,0,1042,1340.535677,2021-12-11 14:35
5258,1,13,1639233300,0,1041,1340.78566,2021-12-11 14:35
5259,1,14,1639233300,0,1042,1341.035642,2021-12-11 14:35
5260,1,15,1639233300,0,1041,1341.285625,2021-12-11 14:35
5261,1,16,1639233300,0,1042,1341.535608,2021-12-11 14:35
5262,1,17,1639233300,0,1042,1341.78559,2021-12-11 14:35
5263,1,18,1639233300,0,1041,1342.035573,2021-12-11 14:35
5264,1,19,1639233300,0,1041,1342.285556,2021-12-11 14:35
5265,1,20,1639233300,0,1041,1342.535538,2021-12-11 14:35
5266,1,21,1639233300,0,1041,1342.785521,2021-12-11 14:35
5267,1,22,1639233300,0,1042,1343.035504,2021-12-11 14:35
5268,1,23,1639233300,0,1042,1343.285486,2021-12-11 14:35
5269,1,24,1639233300,0,1041,1343.535469,2021-12-11 14:35
5270,1,25,1639233300,0,1041,1343.785452,2021-12-11 14:35
5271,1,26,1639233300,0,1041,1344.035434,2021-12-11 14:35
5272,1,27,1639233300,0,1041,1344.285417,2021-12-11 14:35
5273,1,28,1639233300,0,1041,1344.5354,2021-12-11 14:35
5274,1,1,1639233600,0,1041,1344.785382,2021-12-11 14:40
5275,1,2,1639233600,0,1041,1345.035365,2021-12-11 14:40
5276,1,3,1639233600,0,1041,1345.285348,2021-12-11 14:40
5277,1,4,1639233600,0,1042,1345.53533,2021-12-11 14:40
5278,1,5,1639233600,0,1042,1345.785313,2021-12-11 14:40
5279,1,6,1639233600,0,1042,1346.035296,2021-12-11 14:40
5280,1,7,1639233600,0,1041,1346.285278,2021-12-11 14:40
5281,1,8,1639233600,0,1042,1346.535261,2021-12-11 14:40
5282,1,9,1639233600,0,1041,1346.785244,2021-12-11 14:40
5283,1,10,1639233600,0,1042,1347.035226,2021-12-11 14:40
5284,1,11,1639233600,0,1041,1347.285209,2021-12-11 14:40
5285,1,12,1639233600,0,1042,1347.535192,2021-12-11 14:40
5286,1,13,1639233600,0,1041,1347.785174,2021-12-11 14:40
5287,1,14,1639233600,0,1041,1348.035157,2021-12-11 14:40
5288,1,15,1639233600,0,1041,1348.28514,2021-12-11 14:40
5289,1,16,1639233600,0,1042,1348.535122,2021-12-11 14:40
5290,1,17,1639233600,0,1042,1348.785105,2021-12-11 14:40
5291,1,18,1639233600,0,1041,1349.035088,2021-12-11 14:40
5292,1,19,1639233600,0,1041,1349.28507,2021-12-11 14:40
5293,1,20,1639233600,0,1042,1349.535053,2021-12-11 14:40
5294,1,21,1639233600,0,1042,1349.785036,2021-12-11 14:40
5295,1,22,1639233600,0,1042,1350.035018,2021-12-11 14:40
5296,1,23,1639233600,0,1042,1350.285001,2021-12-11 14:40
5297,1,24,1639233600,0,1041,1350.534984,2021-12-11 14:40
5298,1,25,1639233600,0,1041,1350.784966,2021-12-11 14:40
5299,1,26,1639233600,0,1041,1351.034949,2021-12-11 14:40
5300,1,27,1639233600,0,1041,1351.284932,2021-12-11 14:40
5301,1,28,1639233600,0,1041,1351.534914,2021-12-11 14:40
5302,1,1,1639233900,0,1041,1351.784897,2021-12-11 14:45
5303,1,2,1639233900,0,1041,1352.03488,2021-12-11 14:45
5304,1,3,1639233900,0,1041,1352.284862,2021-12-11 14:45
5305,1,4,1639233900,0,1042,1352.534845,2021-12-11 14:45
5306,1,5,1639233900,0,1041,1352.784828,2021-12-11 14:45
5307,1,6,1639233900,0,1042,1353.03481,2021-12-11 14:45
5308,1,7,1639233900,0,1041,1353.284793,2021-12-11 14:45
5309,1,8,1639233900,0,1042,1353.534776,2021-12-11 14:45
5310,1,9,1639233900,0,1042,1353.784758,2021-12-11 14:45
5311,1,10,1639233900,0,1042,1354.034741,2021-12-11 14:45
5312,1,11,1639233900,0,1041,1354.284724,2021-12-11 14:45
5313,1,12,1639233900,0,1042,1354.534706,2021-12-11 14:45
5314,1,13,1639233900,0,1041,1354.784689,2021-12-11 14:45
5315,1,14,1639233900,0,1041,1355.034672,2021-12-11 14:45
5316,1,15,1639233900,0,1041,1355.284654,2021-12-11 14:45
5317,1,16,1639233900,0,1042,1355.534637,2021-12-11 14:45
5318,1,17,1639233900,0,1042,1355.78462,2021-12-11 14:45
5319,1,18,1639233900,0,1041,1356.034602,2021-12-11 14:45
5320,1,19,1639233900,0,1041,1356.284585,2021-12-11 14:45
5321,1,20,1639233900,0,1042,1356.534568,2021-12-11 14:45
5322,1,21,1639233900,0,1042,1356.78455,2021-12-11 14:45
5323,1,22,1639233900,0,1042,1357.034533,2021-12-11 14:45
5324,1,23,1639233900,0,1042,1357.284516,2021-12-11 14:45
5325,1,24,1639233900,0,1041,1357.534498,2021-12-11 14:45
5326,1,25,1639233900,0,1041,1357.784481,2021-12-11 14:45
5327,1,26,1639233900,0,1041,1358.034464,2021-12-11 14:45
5328,1,27,1639233900,0,1041,1358.284446,2021-12-11 14:45
5329,1,28,1639233900,0,1041,1358.534429,2021-12-11 14:45
5330,1,1,1639234200,0,1041,1358.784412,2021-12-11 14:50
5331,1,2,1639234200,0,1041,1359.034394,2021-12-11 14:50
5332,1,3,1639234200,0,1041,1359.284377,2021-12-11 14:50
5333,1,4,1639234200,0,1042,1359.53436,2021-12-11 14:50
5334,1,5,1639234200,0,1042,1359.784342,2021-12-11 14:50
5335,1,6,1639234200,0,1042,1360.034325,2021-12-11 14:50
5336,1,7,1639234200,0,1041,1360.284308,2021-12-11 14:50
5337,1,8,1639234200,0,1042,1360.53429,2021-12-11 14:50
5338,1,9,1639234200,0,1042,1360.784273,2021-12-11 14:50
5339,1,10,1639234200,0,1041,1361.034256,2021-12-11 14:50
5340,1,11,1639234200,0,1041,1361.284238,2021-12-11 14:50
5341,1,12,1639234200,0,1042,1361.534221,2021-12-11 14:50
5342,1,13,1639234200,0,1041,1361.784204,2021-12-11 14:50
5343,1,14,1639234200,0,1041,1362.034186,2021-12-11 14:50
5344,1,15,1639234200,0,1041,1362.284169,2021-12-11 14:50
5345,1,16,1639234200,0,1042,1362.534152,2021-12-11 14:50
